Sl No,Stock,Market Cap,ROE Ann  %,Industry ROE,Industry ROCE,Industry ROA,Industry PBV TTM,Industry PEG TTM,Industry PE TTM,Industry Score,Industry Market Cap ,Sector Market Cap ,Sector Score,Sector PE TTM,Sector PEG TTM,Sector PBV TTM,Sector ROE,Sector ROCE,Sector ROA,ROCE Ann  %,ROCE Ann  3Y Avg %,ROCE Ann  5Y Avg %,ROCE Ann  1Y Ago %,LT Debt To Equity Ann ,LT Debt To Equity Ann  1Y Ago,Total Debt to Total Equity Ann ,Interest Ann ,Interest Ann  1Y Ago,Interest Ann  2Y Ago,Interest Ann  3Y Ago,Interest Ann  4Y Ago,Interest Ann  5Y Ago,Interest TTM,Interest Coverage Ratio Ann ,Interest Coverage Ratio Ann  1Y Ago,Interest Coverage Post Tax Ann  %,FC Est  1Q fwd Interest Expense Qtr,NSE Code,BSE Code,ISIN,Gross NPA ratio Qtr %,Gross NPA ratio 4Q Ago %,Gross NPA ratio 8Q Ago %,Gross NPA Ratio Qtr 1Q ago %,Gross NPA ratio % Qtr QoQ change,Rev  Gross From Operations Ann ,Rev  Net From Operations Ann ,Capital Adequacy Ratios Ann  %,Profit From Continuing Operations Ann ,Working Capital Turnover Ann ,Operating Rev  growth TTM %,ROE Ann  %,ROE Ann  1Y Ago %,ROE Ann  2Y Ago %,ROE Ann  3Y Ago %,ROE Ann  4Yr Ago %,ROE Ann  5Y Ago %,ROCE Ann  %,ROCE Ann  1Y Ago %,RoA Ann  %,RoA Ann  1Y Ago %,RoA Ann  2Y Ago %,RoA Ann  3Y Ago %,RoA Ann  4Yr Ago %,RoA Ann  5Y Ago %,EPS TTM Growth %,Interest Coverage Ratio Ann ,OPM Ann  %,NPM Ann  %,Net Profit Per Share Ann ,Interest Coverage Post Tax Ann  %,Cash Flow Return on Assets Ann ,Cash Flow Return on Assets Ann  1Y ago,Current Ratio Ann ,Book Value Inc Reval Reserve Ann ,Promoter holding latest %,Promoter holding change QoQ %,Promoter holding change 1Y %,Promoter holding change 2Y %,Promoter holding pledge percentage % Qtr,Promoter pledge change QoQ %,Basic EPS TTM 1Y Ago,Basic EPS TTM,Basic EPS Qtr,Basic EPS 1Q Ago,Basic EPS 2Q Ago,Basic EPS 3Q Ago,Basic EPS 4Q Ago,Basic EPS Ann  5Y Ago,Basic EPS Ann  4Y Ago,Basic EPS Ann  3Y Ago,Basic EPS Ann  2Y Ago,Basic EPS Ann  1Y Ago,Basic EPS Ann ,EPS Ann ,Cash EPS Ann ,Cash EPS Ann  1Y Ago,Cash EPS 1Y Growth %,Cash EPS 3Y Growth %,Cash EPS 5Y Growth %,EPS TTM Growth %,EPS Qtr YoY Growth %,Basic EPS QoQ Growth %,Cash EPS Ann  3Y ago,Cash EPS Ann  5Y ago,FC Est  1Q fwd EPS Qtr,FC Est  1Q fwd Cash EPS Qtr,Price To Sales Ann ,Market Cap Per Sales Ann ,EV Per Net Sales Ann ,Graham Ratio,Price to Cashflow from Operations,Price to Sales TTM,Operating Profit 6Qtr Ago,Operating Profit 7Qtr Ago,Operating Profit Qtr,Operating Profit 1Q Ago,Operating Profit 2Q Ago,Operating Profit 3Q Ago,Operating Profit 4Q Ago,Operating Profit Ann  3Y Ago,Operating Profit Ann  4Y ago,Operating Profit Ann  5Y Ago,Operating Profit Ann ,Operating Profit Ann  1Y Ago,Operating Profit Ann  2Y ago,Operating Profit Margin Qtr %,OPM 1Q ago %,OPM Qtr 4Qtr ago %,Net Profit Qtr,Net Profit 1Q Ago,Net Profit 2Q Ago,Net Profit 3Q Ago,Net Profit 4Q Ago,Net Profit 5Q Ago,Net Profit 6Q Ago,Net Profit 7Q Ago,Net Profit 8Q Ago,Reported PAT Qtr,Net Profit Ann ,Net Profit Ann  1Y Ago,Net Profit Ann  2Y ago,Net Profit Ann  3Y Ago,Net Profit Ann  4Y Ago,Net Profit Ann  5Y Ago,Operating Profit Growth Qtr YoY %,Operating Profit TTM 1Y Ago,Operating Profit TTM,Profit Before Tax Qtr,PBT 1Q Ago,PBT 4Q Ago,PBT Ann ,PBT Ann  1Y Ago,Total Profit Loss Ann ,OPM Qtr YoY Chg %,OPM Ann  %,OPM Ann  1Y ago %,NPM 4Q ago %,NPM 1Q ago %,NPM Qtr %,NPM Ann  1Y ago %,NPM TTM %,Net Profit TTM 5Q Ago,Net Profit TTM 4Q Ago,Net Profit TTM 3Q Ago,OPM Qtr 4Qtr ago %,OPM 1Q ago %,Operating Profit Margin Qtr %,OPM Qtr YoY Chg %,OPM Ann  %,OPM Ann  1Y ago %,OPM TTM %,PEG TTM,EBITDA Qtr,EBITDA 1Q Ago,EBITDA 2Q Ago,EBITDA 3Q Ago,EBITDA 4Q Ago,EBITDA Ann  1Y Ago,EBITDA Ann ,EBITDA TTM,EBITDA Ann  margin %,EBITDA Qtr YoY Growth %,EBITDA Qtr growth YoY %,EBITDA Ann  Margin %,EBIT Ann  Margin %,EV Per EBITDA Ann ,FC Est  1Q forward EBIT Qtr,FC Est  1Q fwd EBITDA Qtr,Altman Zscore,Tobin Q Ratio,Piotroski Score,Graham No ,Valuation Score,Prev Month TL Valuation Score,Durability Score,Prev Month TL Durability Score,Prev Week TL Durability Score,Prev Week TL Valuation Score,Momentum Score,Norm  Momentum Score,Prev Week TL Momentum Score,Prev Month TL Momentum Score,SWOT Strengths,SWOT Weakness,SWOT Threats,SWOT Opportunities,TL Checklist Positive Score,TL Checklist Negative Score
64,Britannia Industries,140546.65,50.01,56.82,49.04,21.71,39.42,5.77,69.77,50.11,508527.72,1675961.3,52.34,56.91,8.66,21.78,36.12,36.7,17.38,59.4,58.42,60.23,61.8,0.16,0.23,0.28,138.8,164,169.1,144.29,110.9,76.9,136.04,24.6,20.63,16.95,35.25,BRITANNIA,500825,INE216A01030,0,0,0,0,0,17535.02,17535.02,,2188.6,61.5,7.21,50.01,54.28,65.69,59.6,52.53,31.85,59.4,61.8,24.65,23.58,24.82,20.28,23.27,17.88,8.68,24.6,,11.99,90.85,16.95,0.28,0.28,1.08,180.81,50.55,0,0,0,0,0,88.5,96.19,27.17,21.62,23.25,24.15,22.06,58.34,77.4,63.31,96.39,88.84,90.45,90.45,103.86,101.2,2.63,45.74,58.29,8.68,23.16,25.67,71.26,65.61,27.95,,6.63,6.63,6.68,10.08,56.66,7.6,787.45,821.09,954.52,757.05,805.17,844.91,783.41,2201.51,2509.29,1843.18,3187.15,3169.84,2830.91,19.72,16.38,16.78,654.47,520.72,559.95,581.69,531.45,505.64,538.28,556.39,587.59,658.34,2178.73,2139.81,2321.77,1524.82,1863.9,1402.63,21.84,3145.61,3361.65,886.9,705.87,718.55,2937.31,2916.66,,2.93,17.54,18.66,11.39,11.27,13.52,12.6,12.53,2187.9,2131.76,2157.06,16.78,16.38,19.72,2.93,,18.66,18.18,6.99,1006.63,814.06,868.19,907.37,829.26,3384.02,3414.24,3596.25,18.79,21.39,21.39,19.02,17.28,35.11,888.79,959.57,22.37,32.27,7,579.15,26.67,26.83,80,80,80,26.67,46.63,52.4,47.69,64.58,11,9,0,6,13,10
65,Cholamandalam,138320.42,18.01,14.64,34.75,7.08,4.09,1.43,27.24,38.76,1941484.5,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,27.82,26.59,25.93,27.76,1.74,1.53,7.4,12494.53,9230.75,5748.03,4297.66,4575.54,4591.7,13624.97,1.48,1.52,1.34,,CHOLAFIN,511243,INE121A01024,0,0,0,0,0,25845.98,25845.98,,4260,0.42,26.82,18.01,17.45,18.57,18.29,15.84,12.85,27.82,27.76,2.11,2.18,2.34,2.61,2.03,1.64,20.59,1.48,,16.3,50.64,1.34,-0.16,-0.23,1.46,281.33,49.72,-0.16,-0.21,-0.65,0,0,45.76,55.18,13.78,13.53,14.98,12.95,11.52,13.37,18.52,26.19,32.44,41.17,50.72,50.6,53.55,42.95,24.69,94.67,276.74,20.59,19.62,1.85,27.51,14.21,15.75,,4.95,4.95,11.35,2.92,-4.27,4.85,4010.94,3595.94,5030.95,4980.48,5035.55,4694.88,4358.19,7214.83,6665.42,6290.55,18174.03,13753.87,9262.22,67.16,68.54,69.67,1159.61,1137.83,1259.54,1088.21,967.8,947.15,1065.23,872.02,772.87,1158.35,4262.7,3420.06,2664.85,2153.51,1520.86,1053.72,15.44,16050.48,19741.86,1564.65,1531.27,1304.21,5741.45,4605.31,,-2.52,69.49,70.82,15.47,15.66,15.48,17.61,16.28,3657.27,3852.2,4068.39,69.67,68.54,67.16,-2.52,,70.82,69.18,1.45,5152.99,5066.77,5126.89,4798.66,4425.41,14034.12,18480.81,20145.31,70.66,16.44,16.44,71.5,70.55,15.87,2615.11,,1.34,5.85,3,561.98,30.17,30,35,35,35,29.83,48.61,54.62,58.65,47.72,15,19,1,4,12,11
66,Punjab National Bank,138087.71,14.8,14.62,6.84,1.5,2.27,2.13,15.5,56.7,5609537.17,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,5.94,5.68,5.62,5.99,0.85,0.71,0.85,80703.84,68534.16,51816.99,46823.08,50804.58,36997.47,87490.12,1.34,1.37,,,PNB,532461,INE160A01022,3.19,4.09,6.24,3.45,-0.26,,,17.05,,0.11,8.59,14.8,8.92,3.54,4.26,3,0.74,5.94,5.99,0.99,0.56,0.22,0.28,0.2,0.05,5.69,1.34,0.8,13.16,15.17,,0.01,-0.02,,115.84,70.08,0,0,-3.07,0,0,14.65,15.48,4.83,4.46,1.84,4.34,4.18,0.8,2.64,3.53,3.04,8.27,16.42,16.42,16.01,8.39,90.87,285.51,1003.03,5.69,15.55,8.3,4.15,1.45,3.67,,0.89,,13.94,0.62,6.26,1.06,6653.63,6499.61,7570.32,7154.88,7318.53,6888.46,6651.62,21025.64,23670.5,15158.17,27202.51,25050.87,22932.21,23.02,22.01,20.85,5555.89,5125.28,2119.88,4989.29,4801,4714.14,3975.86,3342.2,2432.77,5189.79,18480.29,9107.2,3348.45,3860.74,2561.97,438.45,13.81,26813.66,28932.19,6439.88,6527.08,7055.04,26052.54,13331.71,22451.86,2.16,19.37,20.47,15.05,15.76,16.89,7.44,13.63,14464.97,16833.2,18480.29,20.85,22.01,23.02,2.16,0.8,20.47,22.17,1.37,28604.31,28384.94,28801.75,28157.29,27792.72,25956.47,28160.02,113948.29,20.05,2.92,2.92,,,,6750,,1.16,1.11,6,194.5,58.17,62.17,60,70,70,60.17,58.69,65.95,64.64,57.01,20,6,1,9,13,13
67,Canara Bank,137701.56,17.72,14.62,6.84,1.5,2.27,2.13,15.5,56.7,5609537.17,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,6.93,6.68,6.27,6.96,0.91,0.69,0.91,82680.68,72117.59,52990.06,43035.47,45182.5,35817.19,87123.74,1.38,1.41,,,CANBK,532483,INE476A01022,2.35,3.73,4.76,2.69,-0.34,,,16.33,,0.13,7.43,17.72,18.4,15.94,9.96,5.34,-5.69,6.93,6.96,1.01,0.99,0.81,0.48,0.24,-0.26,8.33,1.38,-11.28,11.49,19.11,,0.04,0.01,,116.22,62.93,0,0,0,0,0,17.64,19.1,5.35,3.52,5.59,4.65,4.62,-23.55,19.11,35.04,62.04,84.22,19.34,19.34,20.07,86.46,-76.78,-45.13,231.16,8.33,15.8,51.99,36.58,-15.3,5.78,,0.66,,12.64,0.7,2.27,1.09,7443.74,6907.62,8704.56,8667.31,8406.66,7913.35,7764.51,23297.72,20192.36,9674.01,31788.66,29710.48,27974.28,27.14,27.5,25.73,4850.03,3194.95,5070.19,4214.16,4187.76,4067.51,3951.76,3790.21,3860.03,4865.76,17539.62,15278.56,11254.75,6124.82,2890.6,-1986.43,12.11,29820.01,33691.88,6350.54,6308.35,5512.51,23025.02,19999.56,17539.62,1.41,20.82,21.35,13.88,10.14,15.12,10.98,13.77,15669.51,15997.24,16421.19,25.73,27.5,27.14,1.41,-11.28,21.35,26.77,0.95,28762.76,26467.48,28131.89,26677.95,25939.7,30612.22,32658.43,110040.08,21.39,10.88,10.88,,,,9270.2,,1.19,1.39,6,216.57,60.33,61.5,70,70,70,60.17,62.67,70.42,61.35,60.29,27,2,2,2,15,11
68,Vertis Infrastructure Trust,137484.46,6.2,7.53,7.57,2.75,6.81,1.71,55.52,20.67,439763.2,2244223.46,45.39,21.1,3.32,4.64,14.66,12.29,5.71,7.69,9.37,0,6.1,0.55,1.3,0.65,384.65,265.22,219.06,,,,500.95,2.64,2.55,2.42,,VERTIS,,INE0KXY23015,0,0,0,0,0,2219.64,2219.64,,544.84,64.96,40.66,6.2,-8.02,8.55,,,,7.69,6.1,3.26,-2.51,1.46,,,,382.35,2.64,,20.36,0.42,2.42,0.09,0.1,1.03,5.86,,,,,,,-0.14,0.38,0.71,1.13,1.2,1.71,0.24,,,,0.82,-4.17,5.04,5.04,0.43,0.29,48.97,,,382.35,197.07,-37.17,,,,,,,,15.02,111.1,54.18,157.65,115.02,366.55,255.6,369.35,393.45,374.27,,,,936.19,663.6,428.99,43.56,37.45,71.46,107.01,153.24,96.44,137.49,80.93,-328.95,28.98,44.01,47.38,129.72,468.11,-208.58,34.2,,,,-2.06,918.22,1384.95,146.16,176.2,125.94,620.07,-180.08,,-27.9,40.72,45.22,15.45,22.45,12.72,-14.21,19.48,-208.58,-175.02,-81.54,71.46,37.45,43.56,-27.9,,45.22,54.58,0.73,372.41,283.02,395.68,405.4,387.89,675.13,1015.52,1456.52,44.17,-3.99,-3.99,45.75,45.26,,,,12.66,18.24,6,7.12,25.33,25.33,,75,75,25.17,16.58,18.63,16.56,27.65,12,8,0,3,7,10
69,ICICI Prudential Asset,137250.64,75.36,47.97,60.68,40.38,20.95,11.24,34.48,29.15,334673.31,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,94.79,88.95,0,88.8,0,0,0,18.55,16.19,14.91,,,,,196.06,171.71,143.89,,ICICIAMC,544658,INE346A01027,0,0,,0,0,4977.33,4977.33,,2650.66,1.68,,75.36,71.1,65.53,,,,94.79,88.8,60.46,57.67,54.04,,,,,196.06,,53.23,1501.79,143.89,0.59,0.5,5.66,1992.6,87.59,,,,0,,0,,18.55,16.9,,,12.78,,,,30.7,41.5,53.6,53.6,1550.17,1198.55,29.34,,,,45.15,9.76,,,,,,,,,53.33,,,0,1140.33,1047.47,,0,879.5,,,,3634.65,2777.03,2071.75,75.29,73.78,71.7,917.09,835.43,,,631.84,,,,,917.09,2650.66,2049.73,1515.78,,,,29.66,0,,1218.8,1089.06,828.1,3533.05,2698.11,,3.59,72.99,73.83,51.51,58.85,60.55,54.5,,,,,71.7,73.78,75.29,3.59,,73.83,,,1249.24,1119.22,,0,854.14,2780.01,3636.99,,73.04,46.26,46.26,73.07,71.35,,,,,39.02,5,,3.67,,,,,3.33,,,,,20,5,1,0,6,5
70,Trent,133517.55,28.31,16.85,19.6,11.72,13.39,12.27,81.26,45.49,456860.21,1174954.21,42.1,74.23,7.42,17.21,12.13,13.32,7.14,28.09,22.51,15.21,27.4,0.09,0.12,0.09,138.59,319.1,369.22,304.74,248.65,245.8,155.7,21.48,6.93,11.45,43.1,TRENT,500251,INE849A01020,0,0,0,0,0,18140.99,16873.72,,1447.91,10.44,23.62,28.31,36.55,17.13,4.47,-6.31,5.14,28.09,27.4,16.42,20.76,5.5,1.36,-2.55,2.22,-10.39,21.48,,8.91,40.73,11.45,0.18,0.19,1.83,153.64,37.01,0,0,0,0,0,50.91,45.63,10.6,12.09,8.95,13.99,9.53,3.53,-4.11,2.98,12.51,41.82,43.51,43.51,65.91,56.96,15.71,588.58,510.74,-10.39,11.23,-12.32,9.57,10.79,15.85,,11.02,11.02,11.04,8.95,80.39,7.19,469.64,628.52,817.08,847.86,652.01,841.93,643.01,573.87,171.9,543.96,2758.45,1922.13,1073.65,16.96,17.36,15.47,376.86,429.69,318.15,497.25,338.74,392.58,704.23,374.36,234.73,374.52,1546.72,1486.8,444.69,105.83,-146.17,122.78,27.07,2353.87,3158.88,478.08,555.48,461.04,1943.24,1797.26,,1.49,15.9,15.18,8.15,8.8,7.82,11.74,8.73,1705.9,1809.91,1932.8,15.47,17.36,16.96,1.49,,15.18,17.01,-7.93,844.63,888.45,726.35,901.01,690.99,2211.4,2977.01,3360.44,17.16,22.23,22.23,17.37,12.14,63.52,696.7,998.38,23.82,24.45,7,419.76,24.17,23.33,70,70,70,23.83,30.16,33.89,31.09,37.44,11,13,1,8,13,9
71,Torrent Pharma,133083.5,25.17,17.77,23.04,11.97,7.18,2.43,39.2,52.58,2210280.25,2288312.27,52.39,39.19,2.43,7.04,17.43,22.6,11.73,28.71,26.22,24.35,27.16,0.16,0.23,0.4,252.31,353.56,333.44,255.06,352.94,450.71,217,14.84,9.69,8.67,43.15,TORNTPHARM,500420,INE685A01028,0,0,0,0,0,11317.25,11317.25,,1911.25,12.75,9.11,25.17,24.15,20.09,13.05,21.44,21.24,28.71,27.16,12.75,10.99,8.29,5.93,8.89,7.31,18.76,14.84,,16.56,56.47,8.67,0.17,0.22,1.19,224.27,68.31,0,0,-2.94,0,0,53.24,63.23,17.45,16.19,14.71,14.88,13.37,60.55,73.98,45.93,36.79,48.94,56.47,56.47,79.96,72.82,9.8,-5.99,-19.41,18.76,30.52,7.78,85.05,99.21,18.66,,9.51,9.51,9.72,6.6,51.48,10.87,883,869,1083,1032,964,914,939,2431.27,2480.08,2170.36,3720.99,3367.65,2842.05,32.8,32.47,32.5,591,548,498,503,453,457,449,443,386,591,1911.25,1656.38,1245.23,777.18,1251.88,1024.72,15.34,3595,3993,791,738,661,2672.81,2352.11,,0.3,32.25,31.22,15.68,17.24,17.9,15.36,17.47,1735,1802,1862,32.5,32.47,32.8,0.3,,31.22,32.6,3.32,1043,995,922,947,923,3425.56,3744.26,3907,32.45,13,13,32.51,25.61,29.89,869.69,1072.11,12.64,17.53,9,595.95,26.67,27.5,90,90,90,26.83,58.71,65.97,66.43,66.09,23,10,2,2,16,7
72,Union Bank,131885.8,16.65,14.62,6.84,1.5,2.27,2.13,15.5,56.7,5609537.17,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,7.01,6.58,6.24,6.8,0.25,0.29,0.25,70733.31,63363.7,48032.84,40178.47,44112.4,25836.81,71552.72,1.44,1.45,,,UNIONBANK,532477,INE692A01016,3.06,3.85,4.83,3.29,-0.23,,,18.02,,0.12,1.65,16.65,15.02,11.72,7.97,4.79,-10.16,7.01,6.8,1.19,0.98,0.66,0.44,0.26,-0.56,15.87,1.44,-3.36,13.87,23.48,,0.01,0.01,,148.99,74.76,0,0,-2.23,0,0,21.41,24.81,6.65,5.8,5.8,6.56,6.06,-13.45,4.47,7.77,12.45,19.15,23.62,23.62,24.9,19.13,30.13,185.83,424.8,15.87,9.74,14.66,8.71,-7.66,5.64,,0.89,,12.42,0.61,7.55,1.21,7811.25,6533.85,6959.85,6844.79,6935.95,7734.98,7510.6,21872.99,19346.62,9243.8,31201.74,28318.83,25558.38,25.95,25.67,27.68,5072.69,4425.95,4427.94,5011.22,4623.03,4750.93,3641.78,3328.27,3625.39,5028.82,18026.95,13797.12,8511.66,5265.32,2863.4,-3120.89,-7.33,30000.62,28475.57,6637.76,5452.51,5888.74,23423.87,21508.23,18610.16,-1.73,24.01,23.96,17.04,16.6,18.91,11.67,17.4,15346.37,16344.01,18026.96,27.68,25.67,25.95,-1.73,-3.36,23.96,26.17,0.44,24007.69,23159.4,23499.77,24419.57,23653.33,29214.76,32285.62,95086.43,24.84,1.5,1.5,,,,7329.4,,1.21,1.22,5,281.36,59.83,63.33,65,65,65,59.83,66.95,75.23,64.8,56.87,30,2,1,6,16,10
73,Ambuja Cements,128188.77,7.79,7.5,8.19,3.95,3.58,2.23,41.9,49.12,1017269.26,1996937.74,49.44,35.28,1.84,4.09,10.7,11.6,4.35,9.16,10.27,12.16,11.17,0,0,0,215.94,276.38,194.9,145.66,140.22,169.87,225.24,39.94,27.38,24.93,65.17,AMBUJACEM,500425,INE079A01024,0,0,0,0,0,33362.39,33362.39,,5145.19,6.42,17.75,7.79,8.62,8.14,10.96,10.39,8.7,9.16,11.17,5.14,5.47,4.99,6.15,5.95,5.21,88.73,39.94,,11.05,20.89,24.93,0.03,0.09,1.42,216.98,67.68,0,0.11,4.49,0,0,12.06,22.76,7.15,3.2,3.88,8.59,1.85,,,,12.64,17.99,17,16.96,30.95,28.84,7.31,26.89,56.95,88.73,286.49,123.44,24.39,19.72,2.47,,3.78,3.78,3.9,1.52,57.29,3.31,1698.65,1732.1,1760.87,1961.09,1867.55,1711.85,1111.43,6210.4,5005.57,4596.99,5970.65,6399.51,5122.37,19.19,19.06,14.79,1765.71,787.88,956.27,2115.33,455.96,646.31,1055.16,823.05,792.96,2297.89,4167.43,3576.79,2583.4,2780.38,2365.44,2095,58.43,5821.99,7301.36,833.14,1328.47,710.45,5909.15,5877.72,,4.41,15.84,18.64,6.07,7.66,19.25,10.42,14.54,3317.48,2980.48,4272.76,14.79,19.06,19.19,4.41,,18.64,18.88,0.26,1795.11,2257.18,2575.54,3064.09,1329.26,7565.91,8624.9,9691.92,22.88,35.05,35.05,24.61,17.53,15.85,795.1,1686.71,3.85,2.4,4,341.34,43,42.83,65,70,70,42.17,33.9,38.09,33.54,41.27,14,10,1,5,14,9
74,Adani Green Energy,127293.78,13.47,11.73,10.76,3.71,6.45,5.5,56.39,37.56,425928.11,2244223.46,45.39,21.1,3.32,4.64,14.66,12.29,5.71,8.02,8.78,8.53,10.74,6.29,4.82,7.29,5492,5006,2911,2617,1953,994.77,6226,1.84,1.71,1.34,1371,ADANIGREEN,541450,INE364U01010,0,0,0,0,0,11047,11047,,1557,-1.5,15.94,13.47,13.07,16.56,41.09,24.39,-3.04,8.02,10.74,1.29,1.24,1.44,0.82,0.73,-0.12,8.87,1.84,,11.62,9.83,1.34,0.08,0.09,0.51,67.63,62.43,0,1.49,6.06,0,0,8.28,9.02,-0.38,3.44,4.26,1.26,2.92,-0.74,0.68,2.41,5.41,6.2,8.37,8.37,25.6,18.14,41.1,199.47,1102.4,8.87,-113.01,-111.05,8.55,2.13,7.61,,13.41,13.41,21,4.98,15.22,10.18,2420,1851,2241,2603,3042,2402,1601,3510,2235,1450.17,8877,7297,4931,85.6,86.54,67.7,-41,583,713,230,492,276,446,150,256,-98,1444,1100,974,489,210,-23.23,39.98,8077,10288,-135,292,291,1771,1382,,17.9,71.46,69.76,20.8,19.38,-1.57,10.52,11.88,1128,1364,1444,67.7,86.54,85.6,17.9,,69.76,82.31,9.66,2449,2761,3231,2441,1850,8537,10087,10882,81.2,32.38,32.38,89.96,67.68,23.35,,3177,1.1,11.88,5,155.07,31.83,34.83,50,65,65,35.67,38.68,43.47,42.31,53.61,8,25,1,5,10,13
75,Godrej Consumer Products,126923.26,15.43,28.54,32.69,16.29,15.06,9.51,53.15,54.42,1066568.42,1675961.3,52.34,56.91,8.66,21.78,36.12,36.7,17.38,24.21,21.28,20.95,23.02,0,0,0.32,350.11,296.37,175.74,110.16,126.63,217.41,330.86,9.48,10.84,6.47,75.9,GODREJCP,532424,INE102D01028,0,0,0,0,0,14284.81,14284.81,,1852.3,36.31,7.29,15.43,-4.44,12.34,15.43,18.23,18.94,24.21,23.02,9.41,-3.03,9.72,11.05,12.04,10,502.21,9.48,,12.62,18.11,6.47,0.13,0.11,1.06,117.34,53.05,-0.01,0.01,-10.16,0,0,-4.43,17.8,4.87,4.49,4.42,4.03,4.87,14.64,16.83,17.44,16.65,-5.48,18.11,18.11,20.39,-3.12,752.69,4.64,23.14,502.21,0,8.46,19.49,16.56,5.18,,8.25,8.25,8.49,5.68,49.26,8.36,724.43,755.72,880.44,733.33,694.56,759.22,755.94,2395.11,2388.25,2143.03,3003.06,2943.47,2430.46,21.48,19.17,20.06,497.91,459.34,452.45,411.9,498.31,491.31,450.69,-1893.21,581.06,497.91,1852.3,-560.55,1702.46,1783.39,1720.82,1496.58,16.47,2995.73,3067.55,699.98,625.01,681.7,2671.89,198.23,,1.42,20.46,20.49,13.22,12.01,12.15,-3.9,12,-370.15,-452.9,1852.21,20.06,19.17,21.48,1.42,,20.49,20.2,0.14,845.33,766.52,759.54,801.52,833.3,3212.42,3319.18,3172.91,22.61,1.44,1.44,23.1,21.47,36.74,853.62,916.39,11.24,10.57,6,218.21,36.33,37.33,60,60,60,36.83,47.49,53.37,44.83,51.41,19,11,0,3,17,6
76,Tata Motors PV,126837.91,23.96,19.63,20.72,9.63,5.52,3.38,31.83,47.1,1264293.04,3452377.03,48.5,34.37,2.94,7.15,18.59,20.67,9.43,18.45,14.76,10.41,19.39,0.35,0.73,0.54,5083,9985.76,10225.48,9311.86,8097.17,7243.33,4425,12.27,6.56,5.63,659.5,TMPV,500570,INE155A01022,0,0,0,0,0,436821,436821,,22991,-70.13,-6.87,23.96,36.97,5.32,-25.67,-24.34,-19.13,18.45,19.39,7.34,8.47,0.71,-3.46,-3.92,-3.74,181.98,12.27,,6.24,75.71,5.63,0.17,0.18,0.96,315.61,42.56,-0.01,-0.02,-3.81,0,0,90.54,255.31,-17.5,10.66,23.4,14.81,9.72,-34.88,-36.99,-29.88,6.29,81.88,78.8,78.75,138.91,152.32,-8.81,291.1,378.22,181.98,-280.04,-264.17,35.52,29.05,-3.7,,0.56,0.56,0.63,0.26,2.01,0.31,17135.31,15418.37,-1404,10224,16818,13081,12159,24720.09,32287.43,17987.07,56138,59538.34,31919.67,-1.94,9.79,11.99,76170,3924,8470,5451,3343,5566,17407.18,7025.11,3764,76210,27830,31399.09,2414.29,-11441.47,-13451.39,-12070.85,-111.55,60497.68,38719,-8108,5429,5685,33493,27255.31,,-13.93,12.59,13.41,3.3,3.76,105.28,7.07,22.94,33762.29,33341.29,31767.18,11.99,9.79,-1.94,-13.93,,13.41,9.45,0.01,80065,11687,17761,14845,13724,65488.26,62382,124358,13.99,483.39,483.39,14.18,8.89,4.47,-4946.2,428.53,2.78,1.09,4,1313.93,75,75,60,65,65,74.83,25.58,28.74,22.98,30.89,18,14,3,5,12,11
77,Bajaj Holdings ,118727.91,10.4,10.84,22.57,2.71,2.96,1.86,25.92,41.46,632067.91,689924.11,42.29,26.26,1.74,2.94,10.7,21.54,2.71,0.82,1.28,1.03,2.36,0,0,0,1.48,2.16,6.94,3.15,3.8,12.54,1.13,440.24,728.35,334.9,,BAJAJHLDNG,500490,INE118A01012,0,0,0,0,0,684.42,684.42,,494.17,0.01,-42.68,10.4,13.39,10.97,9.46,9.82,10.77,0.82,2.36,8.66,11.15,9.11,7.56,8.02,9.12,15.01,440.24,,784.25,44.4,334.9,-0.03,0.03,869.9,5632.81,51.46,0,0,0,0,0,665.57,765.49,140.1,313.3,155,157.1,129.1,268.8,327.9,364.4,435.8,653,585.9,585.9,47.44,129.7,-63.42,98.74,847.83,15.01,8.52,-55.28,23.87,5,,,202.78,202.78,217.21,1.04,-60.68,119.55,1176.71,72.04,353.42,283.82,103.17,95.67,232.85,312.27,293.6,259.42,504.53,1508.46,322.04,89.05,87.42,83.44,1559.02,3486.51,1725.49,1748.36,1436.36,1610.46,2716.12,1644.43,1491.16,72.41,6520.67,7267.21,4850.52,4055.68,3649.83,2992,51.78,1554.44,836.08,358.19,1810.45,237.79,616.3,1537.21,,5.61,60.68,88.04,514.7,1073.9,392.83,424.12,857.84,7462.17,7407.37,7511.3,83.44,87.42,89.05,5.61,,88.04,84.19,0.93,366.34,1818.63,190.22,127.57,246.58,1573.23,651.56,2502.76,78.36,48.57,48.57,95.19,90.26,228.17,,,7.12,1.89,4,10246.08,32.17,32.5,60,60,60,32.83,30.85,34.67,30.74,38.44,12,9,0,5,9,14
